qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.004517078399658203,0.006935834884643555,0.006963014602661133,0.006283998489379883,0.006482839584350586,0.00816202163696289,0.003818035125732422
0.004933834075927734,0.0074291229248046875,0.006600141525268555,0.006518125534057617,0.006292819976806641,0.008094072341918945,0.0039060115814208984
0.004876136779785156,0.006512165069580078,0.006955146789550781,0.006097078323364258,0.0068988800048828125,0.00769495964050293,0.003918886184692383
0.0051288604736328125,0.006588935852050781,0.007614850997924805,0.006116151809692383,0.006739377975463867,0.0077588558197021484,0.0037882328033447266
0.005371809005737305,0.006860017776489258,0.007418155670166016,0.006706953048706055,0.0064470767974853516,0.007749795913696289,0.0037720203399658203
0.0047490596771240234,0.007868051528930664,0.007306098937988281,0.006229877471923828,0.0066680908203125,0.007697105407714844,0.004241943359375
0.004586219787597656,0.007421016693115234,0.007154226303100586,0.006559133529663086,0.006931304931640625,0.007753133773803711,0.003929853439331055
0.004606962203979492,0.0068149566650390625,0.007094144821166992,0.005841970443725586,0.006551980972290039,0.008160829544067383,0.003832101821899414
0.004901885986328125,0.006967782974243164,0.007185935974121094,0.006663084030151367,0.006767988204956055,0.007859945297241211,0.003814220428466797
0.004873991012573242,0.007025957107543945,0.006906032562255859,0.006208896636962891,0.0066182613372802734,0.0077250003814697266,0.004328012466430664
0.004744768142700195,0.006658792495727539,0.007219076156616211,0.005824089050292969,0.006429910659790039,0.008020877838134766,0.003908872604370117
0.005579948425292969,0.0070650577545166016,0.007044792175292969,0.005934953689575195,0.006436824798583984,0.0076448917388916016,0.0038080215454101562
0.004604816436767578,0.006862163543701172,0.006838083267211914,0.00587010383605957,0.0067632198333740234,0.007706165313720703,0.003933906555175781
0.004986763000488281,0.006829977035522461,0.007270097732543945,0.006279945373535156,0.00617218017578125,0.007760047912597656,0.0037660598754882812
0.004378795623779297,0.0066831111907958984,0.00722813606262207,0.0066089630126953125,0.006349802017211914,0.007910013198852539,0.003823995590209961
0.004435062408447266,0.007292747497558594,0.007456302642822266,0.005658149719238281,0.006575822830200195,0.007866144180297852,0.003956794738769531
0.004583120346069336,0.007033824920654297,0.006873130798339844,0.006778240203857422,0.006217002868652344,0.007512092590332031,0.0037949085235595703
0.005185842514038086,0.007570981979370117,0.00693511962890625,0.00701594352722168,0.006323337554931641,0.008304119110107422,0.003961086273193359
0.004622936248779297,0.006830930709838867,0.007137775421142578,0.007039785385131836,0.006309986114501953,0.007596731185913086,0.003813028335571289
0.0046999454498291016,0.006896018981933594,0.007263898849487305,0.006618022918701172,0.006379127502441406,0.007818937301635742,0.003810882568359375
0.005156278610229492,0.007302761077880859,0.006967067718505859,0.0060961246490478516,0.007336854934692383,0.008878231048583984,0.005423069000244141
0.005563020706176758,0.010519027709960938,0.008079767227172852,0.00643467903137207,0.007009029388427734,0.0078008174896240234,0.0038251876831054688
0.004857063293457031,0.0069429874420166016,0.006942033767700195,0.006932973861694336,0.00639796257019043,0.007750988006591797,0.003866910934448242
0.004694938659667969,0.007476091384887695,0.006923675537109375,0.005949974060058594,0.006975889205932617,0.0076558589935302734,0.0042498111724853516
0.004687786102294922,0.007193803787231445,0.007501125335693359,0.007184028625488281,0.0070950984954833984,0.007791042327880859,0.004427194595336914
0.0047261714935302734,0.007076263427734375,0.006954193115234375,0.006880998611450195,0.006288051605224609,0.007609844207763672,0.0038149356842041016
0.004739284515380859,0.00712275505065918,0.007019996643066406,0.00639796257019043,0.00646209716796875,0.008149862289428711,0.0037980079650878906
0.004425048828125,0.007520914077758789,0.00761103630065918,0.006467103958129883,0.006338834762573242,0.007708072662353516,0.003793954849243164
0.004606962203979492,0.007647991180419922,0.008109092712402344,0.005921125411987305,0.0065882205963134766,0.008163690567016602,0.0038118362426757812
0.004728078842163086,0.0068607330322265625,0.006711006164550781,0.0067441463470458984,0.006501197814941406,0.008211135864257812,0.003801107406616211
0.004971981048583984,0.007281064987182617,0.006762027740478516,0.006160736083984375,0.006482839584350586,0.008166790008544922,0.0038640499114990234
0.0046977996826171875,0.007411003112792969,0.007035970687866211,0.0066072940826416016,0.00683903694152832,0.00767207145690918,0.003949165344238281
0.004498004913330078,0.007478952407836914,0.00709986686706543,0.005956888198852539,0.006494998931884766,0.007792234420776367,0.003961086273193359
0.004887104034423828,0.00674891471862793,0.006823062896728516,0.006844758987426758,0.0065517425537109375,0.008085012435913086,0.003795146942138672
0.0046100616455078125,0.00763392448425293,0.006781816482543945,0.00658726692199707,0.006443023681640625,0.0078051090240478516,0.0038068294525146484
0.00510406494140625,0.006387948989868164,0.00710606575012207,0.0069849491119384766,0.006880044937133789,0.00773310661315918,0.0040090084075927734
0.004817008972167969,0.006886005401611328,0.006861209869384766,0.006677865982055664,0.006493806838989258,0.007946968078613281,0.003899812698364258
0.004887104034423828,0.007363080978393555,0.0068628787994384766,0.006814002990722656,0.006715059280395508,0.007659912109375,0.0037987232208251953
0.004656791687011719,0.007719993591308594,0.0068359375,0.006215095520019531,0.00646662712097168,0.007928848266601562,0.0038099288940429688
0.005249977111816406,0.007178068161010742,0.006755828857421875,0.0067059993743896484,0.006387948989868164,0.008096933364868164,0.0037910938262939453
