qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.005023002624511719,0.007216930389404297,0.007456064224243164,0.006714344024658203,0.006527900695800781,0.007700204849243164,0.0039048194885253906
0.005010128021240234,0.006802797317504883,0.006824970245361328,0.006335020065307617,0.006444692611694336,0.007745981216430664,0.0037658214569091797
0.0048198699951171875,0.007418155670166016,0.00750422477722168,0.006376028060913086,0.006347179412841797,0.007835149765014648,0.003864765167236328
0.004521846771240234,0.0073719024658203125,0.0071010589599609375,0.006304025650024414,0.006846904754638672,0.007657051086425781,0.0037910938262939453
0.005692005157470703,0.006699085235595703,0.007375955581665039,0.006146907806396484,0.006675004959106445,0.008301973342895508,0.00379180908203125
0.004697084426879883,0.007052898406982422,0.006924152374267578,0.006580829620361328,0.0065572261810302734,0.007662773132324219,0.003860950469970703
0.004724979400634766,0.006826877593994141,0.007260799407958984,0.006139993667602539,0.0070111751556396484,0.007611989974975586,0.0038330554962158203
0.005415916442871094,0.0066602230072021484,0.007135868072509766,0.006959676742553711,0.006350994110107422,0.007847785949707031,0.003863096237182617
0.0053670406341552734,0.007703065872192383,0.007344245910644531,0.006142854690551758,0.006536960601806641,0.008048772811889648,0.003796100616455078
0.004965066909790039,0.007108926773071289,0.007289886474609375,0.006385326385498047,0.006360769271850586,0.007752895355224609,0.003854036331176758
0.0051021575927734375,0.006912708282470703,0.0070819854736328125,0.0062639713287353516,0.006505250930786133,0.007735729217529297,0.003827810287475586
0.005040168762207031,0.006634950637817383,0.007547140121459961,0.006233930587768555,0.006531953811645508,0.007775783538818359,0.003782033920288086
0.004850149154663086,0.007179737091064453,0.006735086441040039,0.006215810775756836,0.006416797637939453,0.007815837860107422,0.004378080368041992
0.00481724739074707,0.006875038146972656,0.006969928741455078,0.006062030792236328,0.00713801383972168,0.00777888298034668,0.003921985626220703
0.004923105239868164,0.0068149566650390625,0.007860898971557617,0.006451129913330078,0.006561994552612305,0.007762908935546875,0.003821849822998047
0.004669904708862305,0.00701904296875,0.007421970367431641,0.00652313232421875,0.006359100341796875,0.007806062698364258,0.0037689208984375
0.004697084426879883,0.006939888000488281,0.007405996322631836,0.006429910659790039,0.006499052047729492,0.008095979690551758,0.004324913024902344
0.004689931869506836,0.0073010921478271484,0.0074269771575927734,0.006470203399658203,0.00658416748046875,0.008417129516601562,0.0040171146392822266
0.00521087646484375,0.006836891174316406,0.006803274154663086,0.006227016448974609,0.006536960601806641,0.008217096328735352,0.003823995590209961
0.004461050033569336,0.0071258544921875,0.006829738616943359,0.006226062774658203,0.006464958190917969,0.007709026336669922,0.0039038658142089844
0.005167722702026367,0.007311105728149414,0.0072307586669921875,0.0058209896087646484,0.007003068923950195,0.0077631473541259766,0.0038230419158935547
0.005328178405761719,0.006630897521972656,0.007863044738769531,0.006601095199584961,0.006468057632446289,0.007870197296142578,0.0040128231048583984
0.004804134368896484,0.007335186004638672,0.0075321197509765625,0.0066509246826171875,0.006618022918701172,0.008228778839111328,0.0038177967071533203
0.004611015319824219,0.007874011993408203,0.006697893142700195,0.007116079330444336,0.006403207778930664,0.007981061935424805,0.0037839412689208984
0.00464320182800293,0.006959199905395508,0.007254123687744141,0.0059659481048583984,0.007238149642944336,0.007742166519165039,0.004000186920166016
0.00472712516784668,0.007241010665893555,0.007934808731079102,0.006399869918823242,0.006298065185546875,0.00802922248840332,0.0038242340087890625
0.004377126693725586,0.007550954818725586,0.006963968276977539,0.0064849853515625,0.0065479278564453125,0.0076940059661865234,0.0038068294525146484
0.004621028900146484,0.006887912750244141,0.007325887680053711,0.006006002426147461,0.006826162338256836,0.007797956466674805,0.004591941833496094
0.0048487186431884766,0.007071971893310547,0.006659030914306641,0.006188154220581055,0.0063629150390625,0.007675886154174805,0.003804922103881836
0.0045719146728515625,0.007440805435180664,0.007252931594848633,0.007406949996948242,0.0063970088958740234,0.00797891616821289,0.0037889480590820312
0.004452943801879883,0.007532835006713867,0.006906986236572266,0.006991147994995117,0.006307125091552734,0.007707118988037109,0.004308223724365234
0.0049321651458740234,0.007260799407958984,0.007378101348876953,0.00669407844543457,0.006493091583251953,0.0078089237213134766,0.003849029541015625
0.005416154861450195,0.006767988204956055,0.007131814956665039,0.006108999252319336,0.006720066070556641,0.008183002471923828,0.003795146942138672
0.005051851272583008,0.007234096527099609,0.00690007209777832,0.006294727325439453,0.006357908248901367,0.007931232452392578,0.003809690475463867
0.0047647953033447266,0.006796121597290039,0.006606101989746094,0.006330013275146484,0.007174015045166016,0.007698774337768555,0.0038819313049316406
0.004639863967895508,0.0076580047607421875,0.006891012191772461,0.00645899772644043,0.006665945053100586,0.007789134979248047,0.0038247108459472656
0.004638195037841797,0.0071430206298828125,0.007055997848510742,0.006418943405151367,0.0062541961669921875,0.008198261260986328,0.003902912139892578
0.004597187042236328,0.007230043411254883,0.006912946701049805,0.00680088996887207,0.0062580108642578125,0.008001089096069336,0.004321098327636719
0.004589080810546875,0.006907224655151367,0.0070781707763671875,0.006227016448974609,0.006501197814941406,0.007651805877685547,0.003818988800048828
0.004678964614868164,0.0070340633392333984,0.006829977035522461,0.006531715393066406,0.006415843963623047,0.008431196212768555,0.003936052322387695
0.004940986633300781,0.00742793083190918,0.006704807281494141,0.006391048431396484,0.006671905517578125,0.007799863815307617,0.004190921783447266
0.00466609001159668,0.007292032241821289,0.007028818130493164,0.00569605827331543,0.006876945495605469,0.00791025161743164,0.003885984420776367
0.0051479339599609375,0.006951093673706055,0.007010936737060547,0.006370067596435547,0.006440877914428711,0.008097171783447266,0.0038378238677978516
0.004846811294555664,0.00713801383972168,0.007047176361083984,0.005767107009887695,0.006360054016113281,0.007950067520141602,0.003835916519165039
0.004396200180053711,0.007333993911743164,0.007141828536987305,0.006417989730834961,0.007075786590576172,0.0077860355377197266,0.003899812698364258
0.0043871402740478516,0.00698399543762207,0.006727933883666992,0.006392955780029297,0.0065898895263671875,0.007836103439331055,0.0038077831268310547
0.0047299861907958984,0.007627010345458984,0.0069811344146728516,0.0065500736236572266,0.00660395622253418,0.008227825164794922,0.003847837448120117
0.0048792362213134766,0.0073130130767822266,0.006978034973144531,0.006545066833496094,0.006930828094482422,0.007934093475341797,0.003919124603271484
0.004651069641113281,0.007333993911743164,0.006787776947021484,0.006406307220458984,0.0071871280670166016,0.007607221603393555,0.003898143768310547
0.0047647953033447266,0.006941318511962891,0.007586956024169922,0.006558895111083984,0.006551980972290039,0.00842595100402832,0.0038938522338867188
0.004366874694824219,0.007536888122558594,0.00662994384765625,0.006346940994262695,0.0066738128662109375,0.007886886596679688,0.0039370059967041016
0.0043981075286865234,0.007898807525634766,0.007652997970581055,0.0076618194580078125,0.006532907485961914,0.009473085403442383,0.0038042068481445312
0.004623889923095703,0.007149219512939453,0.007006168365478516,0.005797147750854492,0.0063629150390625,0.007771968841552734,0.004076242446899414
0.004922151565551758,0.007319211959838867,0.007584095001220703,0.006165981292724609,0.006345987319946289,0.007901906967163086,0.003854990005493164
0.005437374114990234,0.007086038589477539,0.007276058197021484,0.006359100341796875,0.006272077560424805,0.007833719253540039,0.003911733627319336
0.00473785400390625,0.007444143295288086,0.007397890090942383,0.006650686264038086,0.006152153015136719,0.007661104202270508,0.004393100738525391
0.004615306854248047,0.0069429874420166016,0.007017850875854492,0.005674123764038086,0.0069348812103271484,0.0077381134033203125,0.0038797855377197266
0.004939079284667969,0.006844997406005859,0.006995201110839844,0.005986928939819336,0.006418943405151367,0.00846719741821289,0.00391697883605957
0.004470109939575195,0.007333993911743164,0.0073201656341552734,0.007025718688964844,0.0065190792083740234,0.007779121398925781,0.003843069076538086
0.004925966262817383,0.006808042526245117,0.0076389312744140625,0.007019996643066406,0.006860017776489258,0.00783681869506836,0.0038552284240722656
